contract_id,address,static_severity,behavioral_score,correlation_score,fused_risk_score,triggered_rules,findings_matched,label
kg_7d0c398264c2,0xBenign0006,0.98,0.5152,0.0,0.5723,,,0
kg_4219abdc067e,0xStealth0005,0.8,0.721,0.0,0.5723,,,0
kg_5b48b45c42ff,0xBenign0015,0.98,0.5148,0.0,0.5722,,,0
kg_d260612bd717,0xBenign0004,0.98,0.5149,0.0,0.5722,,,0
kg_e4747c2afa8c,0xNoisyBenign0004,0.98,0.5143,0.0,0.572,,,0
kg_b463f6306f54,0xNoisyBenign0008,0.98,0.5143,0.0,0.572,,,0
kg_4219abdc067e,0xStealth0004,0.8,0.7196,0.0,0.5719,,,0
kg_8c2ebbd677b0,0xAdversary0004,0.98,0.5139,0.0,0.5719,,,0
kg_5ed8e1877520,0xBenign0007,0.98,0.5139,0.0,0.5719,,,0
kg_49a1d5c351b9,0xAdversary0000,0.8,0.5405,0.25,0.5717,CR5,FG3,0
kg_8c2ebbd677b0,0xBenign0015,0.98,0.5129,0.0,0.5715,,,0
kg_5ed8e1877520,0xBenign0020,0.98,0.5127,0.0,0.5714,,,0
kg_36cce373c38e,0xAdversary0000,0.8,0.5392,0.25,0.5712,CR5,FG3,0
kg_5b48b45c42ff,0xBenign0002,0.98,0.512,0.0,0.5712,,,0
kg_68aa9db55f07,0xNoisyBenign0007,0.98,0.5119,0.0,0.5712,,,0
kg_5ed8e1877520,0xBenign0017,0.98,0.5121,0.0,0.5712,,,0
kg_5b48b45c42ff,0xBenign0007,0.98,0.5116,0.0,0.5711,,,0
kg_b463f6306f54,0xNoisyBenign0000,0.98,0.5115,0.0,0.571,,,0
kg_b463f6306f54,0xNoisyBenign0003,0.98,0.5115,0.0,0.571,,,1
kg_4145f01120ea,0xBenign0010,0.98,0.5115,0.0,0.571,,,1
kg_59e2a243ff9b,0xNoisyBenign0000,0.98,0.5115,0.0,0.571,,,1
kg_8c2ebbd677b0,0xBenign0011,0.98,0.5112,0.0,0.5709,,,1
kg_cb3b1d1a0122,0xNoisyBenign0008,0.98,0.5112,0.0,0.5709,,,1
kg_cb3b1d1a0122,0xAdversary0010,0.98,0.5104,0.0,0.5707,,,1
kg_7808cd544bf4,0xBenign0003,0.98,0.5105,0.0,0.5707,,,1
kg_4145f01120ea,0xBenign0015,0.98,0.5102,0.0,0.5706,,,1
kg_5b48b45c42ff,0xBenign0008,0.98,0.5101,0.0,0.5705,,,1
kg_7b7f1764c212,0xStealth0005,0.8,0.7157,0.0,0.5705,,,1
kg_d260612bd717,0xAdversary0004,0.98,0.5096,0.0,0.5704,,,1
kg_01585b6ec1bb,0xBenign0011,0.98,0.5097,0.0,0.5704,,,1
kg_4145f01120ea,0xBenign0003,0.98,0.5093,0.0,0.5703,,,1
kg_59e2a243ff9b,0xBenign0008,0.98,0.509,0.0,0.5702,,,1
kg_b463f6306f54,0xAdversary0010,0.98,0.5092,0.0,0.5702,,,1
kg_7808cd544bf4,0xBenign0014,0.98,0.5089,0.0,0.5701,,,1
kg_7808cd544bf4,0xBenign0015,0.98,0.5083,0.0,0.5699,,,1
kg_5b48b45c42ff,0xNoisyBenign0002,0.98,0.508,0.0,0.5698,,,1
kg_5b48b45c42ff,0xBenign0018,0.98,0.5078,0.0,0.5697,,,1
kg_d260612bd717,0xBenign0014,0.98,0.5075,0.0,0.5696,,,1
kg_7d0c398264c2,0xBenign0008,0.98,0.5069,0.0,0.5694,,,0
kg_e4747c2afa8c,0xNoisyBenign0007,0.98,0.506,0.0,0.5691,,,0
kg_01585b6ec1bb,0xBenign0020,0.98,0.5061,0.0,0.5691,,,0
kg_eaaebcb18bf2,0xNoisyBenign0002,0.98,0.5061,0.0,0.5691,,,0
kg_5ed8e1877520,0xBenign0011,0.98,0.5057,0.0,0.569,,,0
kg_5b48b45c42ff,0xAdversary0004,0.98,0.5052,0.0,0.5688,,,0
kg_7808cd544bf4,0xBenign0002,0.98,0.5053,0.0,0.5688,,,0
kg_59e2a243ff9b,0xBenign0014,0.98,0.5048,0.0,0.5687,,,0
kg_01585b6ec1bb,0xBenign0005,0.98,0.5046,0.0,0.5686,,,0
kg_5ed8e1877520,0xBenign0014,0.98,0.5046,0.0,0.5686,,,0
kg_49a1d5c351b9,0xStealth0004,0.8,0.71,0.0,0.5685,,,0
kg_63f378ce703f,0xNoisyBenign0005,0.98,0.5043,0.0,0.5685,,,0
kg_b463f6306f54,0xNoisyBenign0005,0.98,0.5044,0.0,0.5685,,,0
kg_7d0c398264c2,0xBenign0011,0.98,0.5044,0.0,0.5685,,,0
kg_4145f01120ea,0xBenign0013,0.98,0.5028,0.0,0.568,,,0
kg_8c2ebbd677b0,0xBenign0012,0.98,0.5025,0.0,0.5679,,,0
kg_cb3b1d1a0122,0xNoisyBenign0000,0.98,0.5025,0.0,0.5679,,,0
kg_4145f01120ea,0xBenign0004,0.98,0.5026,0.0,0.5679,,,0
kg_7d0c398264c2,0xBenign0015,0.98,0.5022,0.0,0.5678,,,0
kg_49a1d5c351b9,0xStealth0005,0.8,0.708,0.0,0.5678,,,0
kg_4a4bc45fd925,0xStealth0002,0.8,0.7079,0.0,0.5678,,,0
kg_59e2a243ff9b,0xBenign0017,0.98,0.5022,0.0,0.5678,,,0
kg_7d0c398264c2,0xBenign0010,0.98,0.5019,0.0,0.5677,,,0
kg_eaaebcb18bf2,0xBenign0018,0.98,0.5019,0.0,0.5677,,,0
kg_01585b6ec1bb,0xBenign0014,0.98,0.5019,0.0,0.5677,,,0
kg_8c2ebbd677b0,0xBenign0013,0.98,0.502,0.0,0.5677,,,0
kg_4219abdc067e,0xStealth0007,0.8,0.7075,0.0,0.5676,,,0
kg_850ce5cbe982,0xStealth0001,0.8,0.7075,0.0,0.5676,,,0
kg_e4747c2afa8c,0xNoisyBenign0000,0.98,0.5014,0.0,0.5675,,,0
kg_0a9aebf5e803,0xStealth0006,0.8,0.7066,0.0,0.5673,,,0
kg_72e56082535d,0xAdversary0003,0.8,0.7057,0.0,0.567,,,1
kg_4219abdc067e,0xStealth0001,0.8,0.7053,0.0,0.5669,,,1
kg_e4747c2afa8c,0xAdversary0010,0.98,0.4998,0.0,0.5669,,,1
kg_72e56082535d,0xAdversary0000,0.8,0.5259,0.25,0.5666,CR5,FG3,1
kg_63f378ce703f,0xNoisyBenign0000,0.98,0.4986,0.0,0.5665,,,1
kg_5b48b45c42ff,0xBenign0006,0.98,0.4985,0.0,0.5665,,,1
kg_8c2ebbd677b0,0xBenign0007,0.98,0.4986,0.0,0.5665,,,1
kg_8c2ebbd677b0,0xBenign0004,0.98,0.4983,0.0,0.5664,,,1
kg_a0fec05e38bb,0xBenign0004,0.8,0.704,0.0,0.5664,,,1
kg_4a4bc45fd925,0xAdversary0006,0.8,0.5253,0.25,0.5664,CR5,FG3,1
kg_5b48b45c42ff,0xNoisyBenign0001,0.98,0.4972,0.0,0.566,,,1
kg_7808cd544bf4,0xBenign0000,0.98,0.4969,0.0,0.5659,,,1
kg_de0a9f8c2bb3,0xAdversary0003,0.8,0.7023,0.0,0.5658,,,1
kg_4a4bc45fd925,0xAdversary0000,0.8,0.523,0.25,0.5656,CR5,FG3,1
kg_e4747c2afa8c,0xNoisyBenign0002,0.98,0.4955,0.0,0.5654,,,1
kg_eaaebcb18bf2,0xBenign0014,0.98,0.4949,0.0,0.5652,,,1
kg_eaaebcb18bf2,0xBenign0016,0.98,0.4941,0.0,0.5649,,,1
kg_5ed8e1877520,0xBenign0006,0.98,0.4935,0.0,0.5647,,,1
kg_01585b6ec1bb,0xBenign0018,0.98,0.4928,0.0,0.5645,,,1
kg_4145f01120ea,0xBenign0006,0.98,0.4926,0.0,0.5644,,,1
kg_eaaebcb18bf2,0xBenign0015,0.98,0.4923,0.0,0.5643,,,0
kg_7b7f1764c212,0xStealth0007,0.8,0.698,0.0,0.5643,,,0
kg_cb3b1d1a0122,0xAdversary0004,0.98,0.4919,0.0,0.5642,,,0
kg_68aa9db55f07,0xNoisyBenign0000,0.98,0.4918,0.0,0.5641,,,0
kg_7d0c398264c2,0xBenign0020,0.98,0.4918,0.0,0.5641,,,0
kg_eaaebcb18bf2,0xBenign0017,0.98,0.4914,0.0,0.564,,,0
kg_7d0c398264c2,0xBenign0009,0.98,0.4907,0.0,0.5638,,,0
kg_4145f01120ea,0xBenign0009,0.98,0.4905,0.0,0.5637,,,0
kg_4219abdc067e,0xStealth0003,0.8,0.696,0.0,0.5636,,,0
kg_59e2a243ff9b,0xBenign0011,0.98,0.49,0.0,0.5635,,,0
kg_7808cd544bf4,0xBenign0010,0.98,0.4898,0.0,0.5634,,,0
kg_0a9aebf5e803,0xStealth0001,0.8,0.6947,0.0,0.5631,,,0
kg_eaaebcb18bf2,0xBenign0008,0.98,0.4887,0.0,0.563,,,0
kg_7808cd544bf4,0xBenign0009,0.98,0.4884,0.0,0.5629,,,0
kg_ebe6f9a7e97a,0xStealth0001,0.8,0.6934,0.0,0.5627,,,0
kg_eaaebcb18bf2,0xBenign0007,0.98,0.4877,0.0,0.5627,,,0
kg_5ed8e1877520,0xBenign0000,0.98,0.4873,0.0,0.5626,,,0
kg_63f378ce703f,0xNoisyBenign0007,0.98,0.4872,0.0,0.5625,,,0
kg_8c2ebbd677b0,0xNoisyBenign0005,0.98,0.4868,0.0,0.5624,,,0
kg_8c2ebbd677b0,0xBenign0010,0.98,0.4865,0.0,0.5623,,,0
kg_5ed8e1877520,0xBenign0001,0.98,0.4862,0.0,0.5622,,,0
kg_68aa9db55f07,0xNoisyBenign0006,0.98,0.4859,0.0,0.5621,,,0
kg_59e2a243ff9b,0xNoisyBenign0002,0.98,0.486,0.0,0.5621,,,0
kg_7808cd544bf4,0xBenign0006,0.98,0.4861,0.0,0.5621,,,0
kg_4219abdc067e,0xStealth0002,0.8,0.6915,0.0,0.562,,,0
kg_5b48b45c42ff,0xNoisyBenign0006,0.98,0.4856,0.0,0.5619,,,0
kg_4219abdc067e,0xAdversary0009,0.8,0.69,0.0,0.5615,,,0
kg_4a4bc45fd925,0xStealth0007,0.8,0.6898,0.0,0.5614,,,0
kg_4a4bc45fd925,0xStealth0001,0.8,0.6899,0.0,0.5614,,,0
kg_59e2a243ff9b,0xBenign0009,0.98,0.4834,0.0,0.5612,,,0
kg_7d0c398264c2,0xBenign0014,0.98,0.4832,0.0,0.5611,,,1
kg_5b48b45c42ff,0xNoisyBenign0005,0.98,0.483,0.0,0.5611,,,1
kg_4145f01120ea,0xBenign0000,0.98,0.4829,0.0,0.561,,,1
kg_5ed8e1877520,0xBenign0019,0.98,0.4826,0.0,0.5609,,,1
kg_5b48b45c42ff,0xNoisyBenign0003,0.98,0.4826,0.0,0.5609,,,1
kg_68aa9db55f07,0xNoisyBenign0003,0.98,0.4816,0.0,0.5605,,,1
kg_4145f01120ea,0xBenign0012,0.98,0.4814,0.0,0.5605,,,1
kg_8c2ebbd677b0,0xBenign0008,0.98,0.4813,0.0,0.5605,,,1
kg_01585b6ec1bb,0xBenign0008,0.98,0.4807,0.0,0.5602,,,1
kg_01585b6ec1bb,0xBenign0015,0.98,0.4807,0.0,0.5602,,,1
kg_cb3b1d1a0122,0xNoisyBenign0004,0.98,0.4803,0.0,0.5601,,,1
kg_7808cd544bf4,0xBenign0004,0.98,0.4796,0.0,0.5599,,,1
kg_5ed8e1877520,0xBenign0018,0.98,0.4792,0.0,0.5597,,,1
kg_4145f01120ea,0xBenign0005,0.98,0.4791,0.0,0.5597,,,1
kg_d260612bd717,0xNoisyBenign0005,0.98,0.4783,0.0,0.5594,,,1
kg_850ce5cbe982,0xStealth0002,0.8,0.684,0.0,0.5594,,,1
kg_5ed8e1877520,0xBenign0013,0.98,0.4777,0.0,0.5592,,,1
kg_4145f01120ea,0xBenign0016,0.98,0.4773,0.0,0.5591,,,1
kg_7b7f1764c212,0xStealth0001,0.8,0.6832,0.0,0.5591,,,1
kg_4a4bc45fd925,0xAdversary0003,0.8,0.6824,0.0,0.5588,,,1
kg_7808cd544bf4,0xBenign0020,0.98,0.4764,0.0,0.5588,,,0
kg_d260612bd717,0xNoisyBenign0001,0.98,0.4761,0.0,0.5586,,,0
kg_01585b6ec1bb,0xBenign0017,0.98,0.4761,0.0,0.5586,,,0
kg_d260612bd717,0xNoisyBenign0006,0.98,0.4758,0.0,0.5585,,,0
kg_7d0c398264c2,0xBenign0003,0.98,0.4757,0.0,0.5585,,,0
kg_5ed8e1877520,0xBenign0003,0.98,0.4755,0.0,0.5584,,,0
kg_d260612bd717,0xNoisyBenign0002,0.98,0.4742,0.0,0.558,,,0
kg_d260612bd717,0xNoisyBenign0007,0.98,0.4742,0.0,0.558,,,0
kg_d260612bd717,0xNoisyBenign0000,0.98,0.4743,0.0,0.558,,,0
kg_5ed8e1877520,0xBenign0015,0.98,0.4739,0.0,0.5579,,,0
kg_de0a9f8c2bb3,0xBenign0008,0.8,0.6786,0.0,0.5575,,,0
kg_7808cd544bf4,0xBenign0011,0.98,0.472,0.0,0.5572,,,0
kg_59e2a243ff9b,0xNoisyBenign0006,0.98,0.4719,0.0,0.5572,,,0
kg_8c2ebbd677b0,0xNoisyBenign0001,0.98,0.4713,0.0,0.557,,,0
kg_eaaebcb18bf2,0xBenign0009,0.98,0.4714,0.0,0.557,,,0
kg_63f378ce703f,0xNoisyBenign0008,0.98,0.4713,0.0,0.557,,,0
kg_de0a9f8c2bb3,0xStealth0003,0.8,0.6766,0.0,0.5568,,,0
kg_72e56082535d,0xStealth0004,0.8,0.6764,0.0,0.5567,,,0
kg_cb3b1d1a0122,0xNoisyBenign0002,0.98,0.4706,0.0,0.5567,,,0
kg_d260612bd717,0xNoisyBenign0004,0.98,0.4705,0.0,0.5567,,,0
kg_72e56082535d,0xStealth0007,0.8,0.6759,0.0,0.5566,,,0
kg_de0a9f8c2bb3,0xStealth0002,0.8,0.6756,0.0,0.5565,,,0
kg_01585b6ec1bb,0xBenign0004,0.98,0.4693,0.0,0.5563,,,0
kg_59e2a243ff9b,0xNoisyBenign0003,0.98,0.4686,0.0,0.556,,,0
kg_49a1d5c351b9,0xStealth0007,0.8,0.6744,0.0,0.556,,,0
kg_5ed8e1877520,0xBenign0016,0.98,0.4683,0.0,0.5559,,,0
kg_a0fec05e38bb,0xStealth0006,0.8,0.6737,0.0,0.5558,,,0
kg_de0a9f8c2bb3,0xStealth0005,0.8,0.6737,0.0,0.5558,,,0
kg_5b48b45c42ff,0xNoisyBenign0000,0.98,0.4678,0.0,0.5557,,,0
kg_5ed8e1877520,0xNoisyBenign0007,0.98,0.4678,0.0,0.5557,,,0
kg_72e56082535d,0xBenign0014,0.8,0.6735,0.0,0.5557,,,0
kg_5ed8e1877520,0xNoisyBenign0002,0.98,0.467,0.0,0.5554,,,0
kg_5ed8e1877520,0xBenign0009,0.98,0.4666,0.0,0.5553,,,0
kg_59e2a243ff9b,0xNoisyBenign0004,0.98,0.4665,0.0,0.5553,,,0
kg_72e56082535d,0xBenign0006,0.8,0.6713,0.0,0.555,,,0
kg_ebe6f9a7e97a,0xStealth0000,0.8,0.6711,0.0,0.5549,,,0
kg_49a1d5c351b9,0xStealth0000,0.8,0.6711,0.0,0.5549,,,0
kg_a0fec05e38bb,0xStealth0001,0.8,0.6708,0.0,0.5548,,,0
kg_01585b6ec1bb,0xBenign0016,0.98,0.4647,0.0,0.5547,,,0
kg_63f378ce703f,0xNoisyBenign0001,0.98,0.4647,0.0,0.5546,,,0
kg_36cce373c38e,0xBenign0020,0.8,0.6703,0.0,0.5546,,,0
kg_cb3b1d1a0122,0xNoisyBenign0007,0.98,0.4642,0.0,0.5545,,,0
kg_7b7f1764c212,0xStealth0000,0.8,0.67,0.0,0.5545,,,0
kg_01585b6ec1bb,0xBenign0012,0.98,0.4633,0.0,0.5541,,,0
kg_4145f01120ea,0xBenign0014,0.98,0.4623,0.0,0.5538,,,0
kg_cb3b1d1a0122,0xNoisyBenign0005,0.98,0.4622,0.0,0.5538,,,0
kg_cb3b1d1a0122,0xNoisyBenign0001,0.98,0.4623,0.0,0.5538,,,0
kg_eaaebcb18bf2,0xNoisyBenign0000,0.98,0.462,0.0,0.5537,,,0
kg_72e56082535d,0xStealth0003,0.8,0.6674,0.0,0.5536,,,0
kg_49a1d5c351b9,0xStealth0006,0.8,0.6675,0.0,0.5536,,,0
kg_49a1d5c351b9,0xStealth0001,0.8,0.6672,0.0,0.5535,,,1
kg_7b7f1764c212,0xBenign0003,0.8,0.6667,0.0,0.5534,,,1
kg_850ce5cbe982,0xStealth0003,0.8,0.667,0.0,0.5534,,,1
kg_7d0c398264c2,0xBenign0000,0.98,0.4604,0.0,0.5531,,,1
kg_0a9aebf5e803,0xStealth0002,0.8,0.666,0.0,0.5531,,,1
kg_63f378ce703f,0xNoisyBenign0006,0.98,0.4603,0.0,0.5531,,,1
kg_72e56082535d,0xStealth0001,0.8,0.6658,0.0,0.553,,,1
kg_7808cd544bf4,0xBenign0012,0.98,0.4597,0.0,0.5529,,,1
kg_63f378ce703f,0xNoisyBenign0003,0.98,0.4597,0.0,0.5529,,,1
kg_59e2a243ff9b,0xNoisyBenign0001,0.98,0.4594,0.0,0.5528,,,1
kg_0a9aebf5e803,0xStealth0005,0.8,0.6639,0.0,0.5524,,,1
kg_de0a9f8c2bb3,0xStealth0001,0.8,0.6631,0.0,0.5521,,,1
kg_d260612bd717,0xNoisyBenign0008,0.98,0.4572,0.0,0.552,,,1
kg_72e56082535d,0xStealth0000,0.8,0.6628,0.0,0.552,,,1
kg_ebe6f9a7e97a,0xStealth0006,0.8,0.6619,0.0,0.5517,,,1
kg_850ce5cbe982,0xStealth0006,0.8,0.6608,0.0,0.5513,,,1
kg_4a4bc45fd925,0xStealth0005,0.8,0.6599,0.0,0.551,,,1
kg_7d0c398264c2,0xNoisyBenign0004,0.98,0.4544,0.0,0.551,,,1
kg_4145f01120ea,0xNoisyBenign0008,0.98,0.4541,0.0,0.5509,,,1
kg_850ce5cbe982,0xStealth0004,0.8,0.6587,0.0,0.5506,,,1
kg_7808cd544bf4,0xBenign0001,0.98,0.4525,0.0,0.5504,,,1
kg_8c2ebbd677b0,0xNoisyBenign0000,0.98,0.4523,0.0,0.5503,,,1
kg_5b48b45c42ff,0xNoisyBenign0008,0.98,0.4521,0.0,0.5502,,,1
kg_59e2a243ff9b,0xNoisyBenign0005,0.98,0.4496,0.0,0.5494,,,1
kg_63f378ce703f,0xNoisyBenign0004,0.98,0.4494,0.0,0.5493,,,1
kg_5b48b45c42ff,0xNoisyBenign0007,0.98,0.4489,0.0,0.5491,,,1
kg_cb3b1d1a0122,0xNoisyBenign0006,0.98,0.4485,0.0,0.549,,,1
kg_4219abdc067e,0xBenign0002,0.8,0.6543,0.0,0.549,,,1
kg_4a4bc45fd925,0xStealth0006,0.8,0.6544,0.0,0.549,,,1
kg_eaaebcb18bf2,0xNoisyBenign0007,0.98,0.4479,0.0,0.5488,,,1
kg_cb3b1d1a0122,0xNoisyBenign0003,0.98,0.4476,0.0,0.5487,,,1
kg_59e2a243ff9b,0xNoisyBenign0008,0.98,0.4477,0.0,0.5487,,,1
kg_49a1d5c351b9,0xStealth0002,0.8,0.6526,0.0,0.5484,,,1
kg_72e56082535d,0xStealth0006,0.8,0.6523,0.0,0.5483,,,1
kg_36cce373c38e,0xStealth0007,0.8,0.6518,0.0,0.5481,,,1
kg_7b7f1764c212,0xStealth0003,0.8,0.6512,0.0,0.5479,,,1
kg_ebe6f9a7e97a,0xStealth0005,0.8,0.6513,0.0,0.5479,,,1
kg_63f378ce703f,0xNoisyBenign0002,0.98,0.4453,0.0,0.5479,,,1
kg_0a9aebf5e803,0xStealth0007,0.8,0.6508,0.0,0.5478,,,1
kg_36cce373c38e,0xStealth0002,0.8,0.6507,0.0,0.5477,,,1
kg_7808cd544bf4,0xBenign0016,0.98,0.4445,0.0,0.5476,,,1
kg_8c2ebbd677b0,0xNoisyBenign0003,0.98,0.4439,0.0,0.5474,,,1
kg_49a1d5c351b9,0xBenign0017,0.8,0.6495,0.0,0.5473,,,1
kg_4145f01120ea,0xNoisyBenign0001,0.98,0.4439,0.0,0.5473,,,1
kg_7808cd544bf4,0xBenign0018,0.98,0.4434,0.0,0.5472,,,1
kg_ebe6f9a7e97a,0xStealth0004,0.8,0.649,0.0,0.5471,,,1
kg_7b7f1764c212,0xStealth0004,0.8,0.6481,0.0,0.5468,,,1
kg_4a4bc45fd925,0xStealth0004,0.8,0.6474,0.0,0.5466,,,1
kg_59e2a243ff9b,0xNoisyBenign0007,0.98,0.4411,0.0,0.5464,,,1
kg_7808cd544bf4,0xBenign0008,0.98,0.4412,0.0,0.5464,,,1
kg_ebe6f9a7e97a,0xStealth0002,0.8,0.6465,0.0,0.5463,,,1
kg_8c2ebbd677b0,0xNoisyBenign0004,0.98,0.4407,0.0,0.5462,,,1
kg_0a9aebf5e803,0xStealth0003,0.8,0.6462,0.0,0.5462,,,1
kg_01585b6ec1bb,0xBenign0013,0.98,0.4405,0.0,0.5462,,,1
kg_7d0c398264c2,0xNoisyBenign0008,0.98,0.44,0.0,0.546,,,1
kg_a0fec05e38bb,0xStealth0007,0.8,0.6457,0.0,0.546,,,1
kg_a0fec05e38bb,0xStealth0004,0.8,0.6458,0.0,0.546,,,1
kg_de0a9f8c2bb3,0xStealth0000,0.8,0.6455,0.0,0.5459,,,1
kg_36cce373c38e,0xStealth0001,0.8,0.645,0.0,0.5458,,,1
kg_850ce5cbe982,0xStealth0005,0.8,0.6449,0.0,0.5457,,,1
kg_36cce373c38e,0xStealth0006,0.8,0.6445,0.0,0.5456,,,1
kg_7b7f1764c212,0xStealth0006,0.8,0.6431,0.0,0.5451,,,1
kg_5ed8e1877520,0xNoisyBenign0006,0.98,0.4371,0.0,0.545,,,1
kg_a0fec05e38bb,0xStealth0005,0.8,0.6425,0.0,0.5449,,,1
kg_850ce5cbe982,0xBenign0016,0.8,0.6423,0.0,0.5448,,,1
kg_4a4bc45fd925,0xStealth0000,0.8,0.6421,0.0,0.5447,,,1
kg_72e56082535d,0xStealth0005,0.8,0.6421,0.0,0.5447,,,1
kg_0a9aebf5e803,0xStealth0004,0.8,0.6418,0.0,0.5446,,,1
kg_01585b6ec1bb,0xBenign0009,0.98,0.4355,0.0,0.5444,,,1
kg_01585b6ec1bb,0xBenign0019,0.98,0.4352,0.0,0.5443,,,1
kg_7d0c398264c2,0xNoisyBenign0002,0.98,0.434,0.0,0.5439,,,1
kg_5b48b45c42ff,0xNoisyBenign0004,0.98,0.4337,0.0,0.5438,,,1
kg_36cce373c38e,0xStealth0004,0.8,0.638,0.0,0.5433,,,1
kg_36cce373c38e,0xStealth0003,0.8,0.6378,0.0,0.5432,,,1
kg_a0fec05e38bb,0xStealth0003,0.8,0.6374,0.0,0.5431,,,1
kg_01585b6ec1bb,0xNoisyBenign0003,0.98,0.4314,0.0,0.543,,,1
kg_850ce5cbe982,0xStealth0007,0.8,0.6372,0.0,0.543,,,1
kg_8c2ebbd677b0,0xNoisyBenign0007,0.98,0.4312,0.0,0.5429,,,1
kg_0a9aebf5e803,0xAdversary0009,0.8,0.6368,0.0,0.5429,,,1
kg_4a4bc45fd925,0xStealth0003,0.8,0.6368,0.0,0.5429,,,1
kg_49a1d5c351b9,0xBenign0012,0.8,0.6364,0.0,0.5427,,,1
kg_ebe6f9a7e97a,0xAdversary0003,0.8,0.6345,0.0,0.5421,,,1
kg_0a9aebf5e803,0xStealth0000,0.8,0.6339,0.0,0.5419,,,1
kg_7b7f1764c212,0xStealth0002,0.8,0.6332,0.0,0.5416,,,1
kg_8c2ebbd677b0,0xNoisyBenign0002,0.98,0.4266,0.0,0.5413,,,1
kg_a0fec05e38bb,0xBenign0006,0.8,0.6322,0.0,0.5413,,,1
kg_7b7f1764c212,0xBenign0002,0.8,0.6319,0.0,0.5412,,,1
kg_72e56082535d,0xStealth0002,0.8,0.6313,0.0,0.5409,,,1
kg_49a1d5c351b9,0xAdversary0009,0.8,0.6311,0.0,0.5409,,,1
kg_01585b6ec1bb,0xBenign0000,0.98,0.425,0.0,0.5407,,,1
kg_eaaebcb18bf2,0xNoisyBenign0004,0.98,0.4247,0.0,0.5406,,,1
kg_8c2ebbd677b0,0xNoisyBenign0006,0.98,0.4244,0.0,0.5405,,,1
kg_5ed8e1877520,0xNoisyBenign0005,0.98,0.4241,0.0,0.5404,,,1
kg_850ce5cbe982,0xBenign0020,0.8,0.6296,0.0,0.5404,,,1
kg_a0fec05e38bb,0xStealth0000,0.8,0.6293,0.0,0.5403,,,1
kg_eaaebcb18bf2,0xNoisyBenign0001,0.98,0.4233,0.0,0.5402,,,1
kg_eaaebcb18bf2,0xNoisyBenign0008,0.98,0.4235,0.0,0.5402,,,1
kg_850ce5cbe982,0xStealth0000,0.8,0.629,0.0,0.5402,,,1
kg_0a9aebf5e803,0xAdversary0003,0.8,0.6289,0.0,0.5401,,,1
kg_4145f01120ea,0xNoisyBenign0005,0.98,0.422,0.0,0.5397,,,1
kg_4219abdc067e,0xBenign0011,0.8,0.6275,0.0,0.5396,,,1
kg_7b7f1764c212,0xBenign0020,0.8,0.6271,0.0,0.5395,,,1
kg_8c2ebbd677b0,0xNoisyBenign0008,0.98,0.4212,0.0,0.5394,,,1
kg_4145f01120ea,0xNoisyBenign0007,0.98,0.4207,0.0,0.5393,,,1
kg_eaaebcb18bf2,0xNoisyBenign0003,0.98,0.4203,0.0,0.5391,,,1
kg_7808cd544bf4,0xBenign0005,0.98,0.4198,0.0,0.5389,,,1
kg_4219abdc067e,0xBenign0004,0.8,0.6247,0.0,0.5386,,,1
kg_a0fec05e38bb,0xStealth0002,0.8,0.6245,0.0,0.5386,,,1
kg_de0a9f8c2bb3,0xStealth0004,0.8,0.6243,0.0,0.5385,,,1
kg_850ce5cbe982,0xAdversary0003,0.8,0.6239,0.0,0.5384,,,1
kg_de0a9f8c2bb3,0xStealth0007,0.8,0.624,0.0,0.5384,,,1
kg_49a1d5c351b9,0xStealth0003,0.8,0.6214,0.0,0.5375,,,1
kg_de0a9f8c2bb3,0xStealth0006,0.8,0.6199,0.0,0.537,,,1
kg_4145f01120ea,0xNoisyBenign0004,0.98,0.4139,0.0,0.5369,,,1
kg_4145f01120ea,0xNoisyBenign0003,0.98,0.4134,0.0,0.5367,,,1
kg_ebe6f9a7e97a,0xStealth0007,0.8,0.6189,0.0,0.5366,,,1
kg_36cce373c38e,0xStealth0000,0.8,0.6174,0.0,0.5361,,,1
kg_36cce373c38e,0xStealth0005,0.8,0.616,0.0,0.5356,,,1
kg_5ed8e1877520,0xNoisyBenign0000,0.98,0.4093,0.0,0.5353,,,1
kg_de0a9f8c2bb3,0xBenign0018,0.8,0.6145,0.0,0.5351,,,1
kg_850ce5cbe982,0xBenign0007,0.8,0.6139,0.0,0.5349,,,1
kg_5ed8e1877520,0xNoisyBenign0003,0.98,0.4067,0.0,0.5343,,,1
kg_d260612bd717,0xNoisyBenign0003,0.98,0.4064,0.0,0.5343,,,1
kg_850ce5cbe982,0xBenign0008,0.8,0.6124,0.0,0.5343,,,1
kg_ebe6f9a7e97a,0xBenign0019,0.8,0.6119,0.0,0.5342,,,1
kg_7d0c398264c2,0xNoisyBenign0003,0.98,0.4064,0.0,0.5342,,,1
kg_5ed8e1877520,0xNoisyBenign0008,0.98,0.4061,0.0,0.5341,,,1
kg_ebe6f9a7e97a,0xStealth0003,0.8,0.6107,0.0,0.5337,,,1
kg_5ed8e1877520,0xNoisyBenign0004,0.98,0.4045,0.0,0.5336,,,1
kg_eaaebcb18bf2,0xNoisyBenign0006,0.98,0.4038,0.0,0.5333,,,1
kg_ebe6f9a7e97a,0xAdversary0009,0.8,0.609,0.0,0.5331,,,1
kg_de0a9f8c2bb3,0xBenign0020,0.8,0.6087,0.0,0.5331,,,1
